what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483510704036
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483510704325
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483510704609
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483510704932
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483510705266
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483510705682
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483510705985
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483510706274
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483510706672
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483510706957
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483510707329
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483510707627
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483510707970
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483510708301
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483510708681
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483510708975
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483510709423
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483510709754
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483511696066
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1483511697048
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1483511701767
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1483511703260
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1483511706846
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1483511708206
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.file.newQuickMenu",1483511709402
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483511711411
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483511717577
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1483511717683
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1483511717838
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1483511719267
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1483511719766
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483511738014
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483511780770
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483511784115
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483511789114
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1483511793967
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1483511798552
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1483511801245
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1483511802497
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483511829182
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483511831235
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483511837112
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483511838279
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483511843324
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483511844101
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483511850112
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483511851020
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483511874720
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483511876122
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483511878503
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483511879540
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483511890519
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483511891976
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483511900672
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483511902501
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483511906506
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483511912732
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.wordNext",1483511917751
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.wordNext",1483511917912
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.wordNext",1483511918100
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.wordNext",1483511918317
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.wordNext",1483511918627
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483511920804
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483511922221
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1483511944532
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1483511946569
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1483511946570
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1483511947547
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1483511952567
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1483511953362
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1483511957327
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1483511969420
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1483511971279
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1483511972461
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1483511973480
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1483511974556
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1483511976922
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1483511978376
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.RunLast",1483511979821
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483512068161
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483512068830
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483512069069
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483512266727
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1483512306626
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1483512307780
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1483512310386
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483512310771
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483512347289
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483512347782
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483512361670
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483512369181
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483514942976
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483514946974
started,bundle,org.eclipse.wst.jsdt.debug.core,1.0.0.v201006082045,"org.eclipse.wst.jsdt.debug.core",1483514948573
closed,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483514949049
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1483514950603
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1483514950655
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1483514950772
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1483514951025
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1483514951199
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1483514951247
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1483541430330
