what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.wordNext",1487847247252
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.wordNext",1487847247461
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.wordNext",1487847247655
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1487847256162
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1487847263055
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1487847264007
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1487847277374
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1487847278715
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1487847288635
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1487847300567
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1487847305515
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1487847307298
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1487847311460
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1487847313392
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1487847314703
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1487847315738
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1487847335016
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1487847337301
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1487847339981
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.RunLast",1487847341464
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1487847352188
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.RunLast",1487847352787
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1487847357222
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.RunLast",1487847357821
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1487847358588
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1487847366980
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1487847371032
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1487847373374
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1487847374715
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1487847376324
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1487847377560
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1487847377993
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1487847538086
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1487847629384
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1487847629384
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1487847632741
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1487847771936
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1487847773176
started,bundle,org.eclipse.wst.jsdt.debug.core,1.0.0.v201006082045,"org.eclipse.wst.jsdt.debug.core",1487847774363
closed,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1487847774546
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1487847775614
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1487847775629
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1487847775685
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1487847775745
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1488249245627
started,bundle,org.eclipse.osgi,3.6.0.v20100517,"org.eclipse.osgi",1488249245628
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1488249245628
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1488249245649
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1488249245649
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1488249245700
