what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483507868689
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483507869065
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1483507907926
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.0.v201004262257,"org.eclipse.jst.ws.jaxws.ui",1483507907945
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1483507908006
started,bundle,org.eclipse.pde.api.tools,1.0.201.v20100602-0930,"org.eclipse.pde.api.tools",1483507908175
started,bundle,org.eclipse.pde.api.tools.ui,1.0.200.v20100601-1815,"org.eclipse.pde.api.tools.ui",1483507908177
started,bundle,org.eclipse.jst.ws.annotations.core,1.0.0.v201004262257,"org.eclipse.jst.ws.annotations.core",1483507908537
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483507915446
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483507917083
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483507917385
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483507929374
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1483507934153
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1483507937743
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1483507940892
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1483507942065
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordNext",1483507949009
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordNext",1483507950947
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordNext",1483507953022
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordNext",1483507954917
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordNext",1483507958992
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordNext",1483507961527
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1483507972656
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1483507981013
started,bundle,org.eclipse.wst.server.core,1.1.202.v20100518,"org.eclipse.wst.server.core",1483507981814
started,bundle,org.eclipse.wst.server.ui,1.1.203.v20100601,"org.eclipse.wst.server.ui",1483507981832
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.RunLast",1483507982417
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483507982529
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483507985319
opened,view,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.views.ProblemView",1483507990599
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1483507991652
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1483507991882
started,bundle,org.eclipse.wst.common.emf,1.2.0.v201005200700,"org.eclipse.wst.common.emf",1483507991936
started,bundle,org.eclipse.jem.util,2.1.0.v201005130500,"org.eclipse.jem.util",1483507991948
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.0.v201004110600,"org.eclipse.wst.common.emfworkbench.integration",1483507991950
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1483507992031
started,bundle,org.eclipse.wst.common.modulecore,1.2.0.v201005200200,"org.eclipse.wst.common.modulecore",1483507992076
started,bundle,org.eclipse.jst.j2ee.core,1.2.0.v201005200200,"org.eclipse.jst.j2ee.core",1483507992134
started,bundle,org.eclipse.jem,2.0.400.v201005110200,"org.eclipse.jem",1483507992183
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,"org.eclipse.wst.common.frameworks.ui",1483507992293
started,bundle,org.eclipse.wst.xml.core,1.1.500.v201005271618,"org.eclipse.wst.xml.core",1483507992325
started,bundle,org.eclipse.wst.validation,1.2.200.v201005271900,"org.eclipse.wst.validation",1483507992362
started,bundle,org.eclipse.jst.j2ee,1.1.400.v201005271900,"org.eclipse.jst.j2ee",1483507992419
started,bundle,org.eclipse.jst.server.core,1.2.101.v20100421,"org.eclipse.jst.server.core",1483507992436
started,bundle,org.eclipse.jst.jee,1.0.300.v201005191301,"org.eclipse.jst.jee",1483507992469
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1483507992905
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.indent",1483507993577
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483507996383
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483507996620
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483507998051
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483507999094
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1483508000594
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.RunLast",1483508002228
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1483508024968
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483508026510
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483508028965
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1483508032823
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1483508034196
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483508034641
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483508061430
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483508064124
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483508070536
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483508070855
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483508106282
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483508106649
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483508106973
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483508107020
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483508107384
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483508107721
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483508108058
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483508108373
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483508108661
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483508108956
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483508109244
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483508109547
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483508109867
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483508110169
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483508115333
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1483508118223
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1483508118581
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1483508119755
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1483508120783
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1483508122166
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.file.newQuickMenu",1483508123197
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.file.newQuickMenu",1483508125281
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483508126976
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1483508133366
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1483508133504
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1483508133592
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1483508136200
